Epoch,AMP_loss
1,4.264990563892647
2,3.971492635624488
3,3.775639474849262
4,3.606214749538685
5,3.4427881277430696
6,3.2683708521411243
7,3.105944843243455
8,2.974810565524089
9,2.85542442609587
10,2.7644627478421495
11,2.6671334099586663
12,2.608958298592921
13,2.5430540782411386
14,2.484183946838769
15,2.4467945961696107
16,2.411490530614048
17,2.368133948587091
18,2.3249865535579985
19,2.314597592024547
20,2.2779525591589302
21,2.2533607702425984
22,2.2395578997824197
23,2.197742827408149
24,2.192446369649199
25,2.1832094878491843
26,2.148414392605462
27,2.1522855106217174
28,2.1347434740237263
29,2.106786160212953
30,1.576442469416372
31,1.4136028844682151
32,1.3547759763420086
33,1.3114818197382077
34,1.2689749731127258
35,1.2530159988366734
36,1.227033192239454
37,1.2215038169070582
38,1.2064864434244689
39,1.1960743940089975
40,1.1836402635745076
41,1.1642868134676647
42,1.1505248831666035
43,1.1507173854371775
44,1.1366153553013911
45,1.1212769080610836
46,1.1109267954936113
47,1.1014680014851759
48,1.0916564060598992
49,1.081834239270681
50,1.0731108505707567
51,1.0543748661685173
52,1.0449590059497473
53,1.034401068144747
54,1.0328217949098943
55,1.0071876846311036
56,0.9992210066227047
57,0.9912616531257434
58,0.9909768099979976
59,0.9753210896726154
60,0.6319081439538989
61,0.5400977688067404
62,0.489757589595702
63,0.4648286221582261
64,0.43186006228179885
65,0.4143822309382431
66,0.39082370850893544
67,0.38039268679021265
68,0.356558684002408
69,0.3514898342778311
70,0.3393353817369932
71,0.33388263368240706
72,0.32304857152959576
73,0.30567225028791695
74,0.30583321503208727
75,0.30059038811479993
76,0.29395657998826497
77,0.2811812678032824
78,0.2838256760783818
79,0.2781094067999164
80,0.2592941255444456
81,0.25990200313308354
82,0.26000899764354274
83,0.2594099519655223
84,0.258346896304194
85,0.24713988697437375
86,0.2505182039630992
87,0.24505680311671305
88,0.23206929403269078
89,0.24029274805046408
90,0.15969588938157273
91,0.1253777851762674
92,0.11164775397390356
93,0.10494276046600488
94,0.09477169853170662
95,0.09516914659525122
96,0.08859693145145998
97,0.08715532274197435
98,0.08488933712987186
99,0.08155804052663124
100,0.08264986615237373
0.7059
17.21
