Epoch,amp_loss
1,6.428482241254229
2,5.696574971297166
3,5.584546756363296
4,5.534580996605781
5,5.507149165112536
6,5.50190707367736
7,5.487333137576992
8,5.483632381812676
9,5.480417664305909
10,5.471120639233203
11,5.4717886208297015
12,5.463667429886855
13,5.475127286367959
14,5.464145943072888
15,5.47220609428642
16,5.468505489433205
17,5.467725305338125
18,5.466118909262277
19,5.468763791502535
20,5.468147234483198
21,5.465347239354274
22,5.4705460785628555
23,5.468969593753109
24,5.468765251072018
25,5.467175419109089
26,5.468678293980799
27,5.469224377231045
28,5.472765892440385
29,5.473567913676594
30,4.552307270575951
31,4.257437194763245
32,4.1290374411450514
33,4.051457798707259
34,4.0001457362027315
35,3.9606720462783827
36,3.934287786007404
37,3.9127318055956035
38,3.892948266771528
39,3.879908959039084
40,3.868306470798565
41,3.85550163737782
42,3.8489450872480333
43,3.840784129801092
44,3.8325549539152557
45,3.825645828818703
46,3.8213579959088153
47,3.8157885482380323
48,3.8107329398602037
49,3.808185163244501
50,3.8040299688066757
0.3141
1156.86
