Epoch,FP32_loss
1,4.281174124964058
2,3.706963910471143
3,3.3435172339534516
4,3.031819905161553
5,2.7557447676158624
6,2.5251320932832217
7,2.3166172065393393
8,2.158849747284599
9,2.023824299692803
10,1.922180384016403
11,1.838101126348881
12,1.7750213816952523
13,1.7300390011209357
14,1.6820577684875644
15,1.6402473236288866
16,1.6122828722000122
17,1.5795231844153246
18,1.5459438656906948
19,1.5141159253352134
20,1.4963225824448763
21,1.4763861397648101
22,1.4648173879784392
23,1.4502690948183885
24,1.432713133599752
25,1.4221870972372381
26,1.4087468074715657
27,1.392171602114997
28,1.3755944067864772
29,1.3733156730451852
30,0.9043407501162165
31,0.7635130472195423
32,0.7153454977075767
33,0.6818694504325652
34,0.6587040023425655
35,0.6400692471305428
36,0.6298295688598662
37,0.6230939814196829
38,0.609325318766372
39,0.6089448570595373
40,0.5931473974224246
41,0.5952928889438015
42,0.5909590837748154
43,0.582709282103097
44,0.5756057168516662
45,0.5655574778004375
46,0.5626809770798744
47,0.5677673263318094
48,0.5528219336134088
49,0.5448572326194295
50,0.5415034200376867
51,0.5390215563347273
52,0.5229157057717023
53,0.5224186545595184
54,0.5038926579305888
55,0.5100440059019171
56,0.5037476367047985
57,0.4900470850870128
58,0.49943495090202905
59,0.4856136866542689
60,0.23512910731384518
61,0.15378218157517026
62,0.12756670334035783
63,0.11311653276424274
64,0.10082954311710032
65,0.09291517306738498
66,0.08314843356723675
67,0.07605741107288529
68,0.07113140031142766
69,0.0669710444538947
70,0.06253373468070841
71,0.05793975540877456
72,0.0583454757414358
73,0.05329767762280791
74,0.0533365128428468
75,0.05025739568854918
76,0.04833163544440361
77,0.0474540603363796
78,0.04399993127959845
79,0.044136492735551446
80,0.04347575378015904
81,0.04037654385104052
82,0.04105165186326217
83,0.03995884481169607
84,0.039844374198590396
85,0.03911039316335983
86,0.0366988270984167
87,0.03658888282497292
88,0.04054124490179293
89,0.037858827601727624
90,0.028689891978850603
91,0.024895585705395167
92,0.02048608246485672
93,0.02018058627172161
94,0.02011374558758019
95,0.01936785304499671
96,0.01921540380114942
97,0.01815452066052448
98,0.01919435061838316
99,0.018299115154787403
100,0.017274566499702156

0.3407

47.35
