Epoch,FP32_loss
1,5.732759346767348
2,4.524877954502495
3,4.271661456750364
4,4.1061301863923365
5,3.9454273703146954
6,3.789851633869872
7,3.6558531863348827
8,3.517746392561465
9,3.4067506461727377
10,3.257456436449168
11,3.142966881090281
12,2.991816373503938
13,2.9081605113282496
14,2.782677313502954
15,2.6899804862178103
16,2.634883868451021
17,2.5388912680197735
18,2.4820960626310233
19,2.4265059658459256
20,2.366770390345126
21,2.332706798704303
22,2.3051702112567667
23,2.2523371382635466
24,2.2127613735442258
25,2.199101220588295
26,2.153993387611545
27,2.128826689963438
28,2.089395957333701
29,2.073908248117992
30,1.6821374303224135
31,1.5886232895510537
32,1.535027569045826
33,1.5069564483603652
34,1.4897542535042276
35,1.4654921457475545
36,1.4452740166868483
37,1.4326605383230715
38,1.4100708262044557
39,1.4033043183842484
40,1.377470784649557
41,1.363017978108659
42,1.3606213477193092
43,1.341316821015611
44,1.3389137028431406
45,1.3329293983323234
46,1.3051369354432942
47,1.2957915365695953
48,1.2941592335700989
49,1.2893564372646564
50,1.273424694732744
0.5868
4.17
