Epoch,FP32_loss
1,4.235828144209726
2,3.867375671863556
3,3.63423611071645
4,3.4308769702911377
5,3.2356586906374716
6,3.057535178807317
7,2.9062969927885094
8,2.744765470222551
9,2.611654977409207
10,2.5009080390540923
11,2.4065685077589385
12,2.3244679132286383
13,2.231985027084545
14,2.1823442706039975
15,2.125242454056837
16,2.0710468778804856
17,2.005504839274348
18,1.9770983366333708
19,1.9406929794622927
20,1.9109659754500097
21,1.8684317828441153
22,1.830254689771302
23,1.82060683625085
24,1.7773196727645642
25,1.7472654039762459
26,1.745471028649077
27,1.7070222351015831
28,1.696680920464652
29,1.6847168237579113
30,1.2344266294824833
31,1.099310826282112
32,1.0394724364183388
33,1.002916152684056
34,0.9701902239906545
35,0.9380664062135073
36,0.9179948401086184
37,0.8995517802481748
38,0.8757882793338931
39,0.8594381742331446
40,0.8348478881680236
41,0.8328317145303804
42,0.8075889005344741
43,0.8012301030815864
44,0.7927933000788396
45,0.7850945005003287
46,0.776709298090059
47,0.7599852088154578
48,0.7501958596463106
49,0.7466080740702395
50,0.7280264055850555
51,0.7196872200892896
52,0.7228236621131703
53,0.7042002122925253
54,0.7023528569511005
55,0.6815511251286585
56,0.6698381690954676
57,0.6706675944887862
58,0.6592362516996811
59,0.6573953179984676
60,0.40562616387496186
61,0.3199580147558329
62,0.29104088269630257
63,0.2656664326786995
64,0.25012155143277987
65,0.23804078616049826
66,0.21782176888414792
67,0.21720630667951643
68,0.2056005324940292
69,0.19702699510570693
70,0.18536314219996639
71,0.17932228633791816
72,0.1729392840393952
73,0.17033817619085312
74,0.16046845521397737
75,0.1561145886246647
76,0.15061390156648596
77,0.1470422375453066
78,0.1444858029028591
79,0.15016039111176316
80,0.14163344349636106
81,0.13873937133015418
82,0.14067959851984466
83,0.1309909931745152
84,0.1259141072288764
85,0.12701897205290746
86,0.13007358913975103
87,0.11936562983509229
88,0.11692794779201551
89,0.11667956508772105
90,0.08761376418097287
91,0.07557684251544428
92,0.07142007206471598
93,0.06595035299316657
94,0.06299708777924581
95,0.06112932850967864
96,0.05994534210244916
97,0.06034345285282755
98,0.054999418328611216
99,0.05358853464832111
100,0.055951024576717495
0.7029
14.75
