Epoch,FP32_loss
1,4.342823147773743
2,3.6883463591945413
3,3.3136089164383558
4,2.946881508340641
5,2.627666638821972
6,2.3625878861972263
7,2.1812412027193577
8,2.002524417273852
9,1.846886830670493
10,1.7229770038809096
11,1.643045805546702
12,1.5475309187052202
13,1.476168123435001
14,1.4158096647992426
15,1.3627430930429576
16,1.335210040515783
17,1.2820688163747593
18,1.2626868991219267
19,1.2346937708100494
20,1.2010394854813207
21,1.1740431721721376
22,1.161577157220062
23,1.135820902731954
24,1.1291289709660473
25,1.1051409211085768
26,1.088661173472599
27,1.0792442259131645
28,1.0700555407271093
29,1.0455270862700987
30,0.6562190353870392
31,0.5260801225596544
32,0.47565149911204163
33,0.4387540478183299
34,0.4045540202333003
35,0.3785567730665207
36,0.3580483153310357
37,0.3438332267865843
38,0.3274442177950119
39,0.3130992725491524
40,0.30735495891802167
41,0.30242988923374486
42,0.3014737388917378
43,0.3006233851976541
44,0.28495974694283643
45,0.28818440969501224
46,0.2813532858782885
47,0.29164605222794476
48,0.277073579707316
49,0.28146146321479154
50,0.2780880870259538
51,0.27219947427511215
52,0.26864977697936854
53,0.27186950980400554
54,0.27648932585606767
55,0.2534077024581481
56,0.25156875388050565
57,0.2645556348927167
58,0.26303013855097246
59,0.25512504471199854
60,0.11380264434811412
61,0.06569687518462235
62,0.053638495305286985
63,0.046295009125784346
64,0.042458947016192336
65,0.038232225592115095
66,0.03548197733352379
67,0.033648309706501206
68,0.031139071536611537
69,0.027884277030445482
70,0.027689170334678218
71,0.026478792474206005
72,0.026238884648536236
73,0.024990482341346085
74,0.0229535251523235
75,0.023607045853966658
76,0.022296066871102974
77,0.022208072753547102
78,0.02113097437600396
79,0.020194204871029575
80,0.019328634273640965
81,0.01875303478493374
82,0.018677602094427054
83,0.01775114287916875
84,0.01875632178342464
85,0.01766832152200977
86,0.017255873668805828
87,0.016946423411540384
88,0.01684079658506172
89,0.015592345240887026
90,0.014634453805581647
91,0.013719770432525903
92,0.013233566307462752
93,0.014033419339043297
94,0.01335943445126165
95,0.013110722151432871
96,0.012942128810005225
97,0.012731186247297696
98,0.012666920216621034
99,0.012069641676617369
100,0.01270206681956366
0.7574
87.68
