Epoch,AMP_loss
1,4.271429592249345
2,3.770238990686378
3,3.381402026633827
4,3.008861635412489
5,2.655917673694844
6,2.3669495314967874
7,2.1161967011130587
8,1.9293547120629524
9,1.7958778690318673
10,1.690297436349246
11,1.5943193630296357
12,1.5219056137970515
13,1.4518943015409975
14,1.4082110195743793
15,1.3731286507479998
16,1.3213976481739356
17,1.2982799617611631
18,1.2723167489986031
19,1.2393928595951624
20,1.207199366725221
21,1.1971619944183194
22,1.1710088757836088
23,1.1527850366368586
24,1.1428121708485546
25,1.1097563307504266
26,1.1005176603794098
27,1.0865924863182768
28,1.0561240044783573
29,1.0462678436722075
30,0.6336488533689051
31,0.48457332381180357
32,0.4242779591253826
33,0.3796700231578885
34,0.3518673754772361
35,0.3253257485220627
36,0.2941225205301022
37,0.26788718542274165
38,0.25662749800450946
39,0.24734956322579968
40,0.23400761202281836
41,0.22498732592378343
42,0.2073677031665432
43,0.20271322906625514
44,0.19961442300403603
45,0.20881005224524712
46,0.19997189969432597
47,0.20078630521133237
48,0.19365541853618864
49,0.19341065943697278
50,0.20566021384937422
51,0.18703278043896568
52,0.19265351338045938
53,0.19449190012350373
54,0.20380288887084747
55,0.1993774780053265
56,0.17252593141581332
57,0.19065311767769103
58,0.1784908302812552
59,0.1849164018901635
60,0.07567643372303977
61,0.038248361525486926
62,0.03234276204959166
63,0.027347804265743007
64,0.0247740501927554
65,0.021838967560087234
66,0.020780084521642754
67,0.019020396873963123
68,0.017608954889547765
69,0.017245725488613303
70,0.01745084980122593
71,0.016060255888412346
72,0.015448494933127445
73,0.015315772554533062
74,0.014281947581496621
75,0.013791881378131862
76,0.01328803703179393
77,0.013271446548858467
78,0.013082869267756385
79,0.012511815098874574
80,0.012642222516029616
81,0.012491925802480961
82,0.012897091349871943
83,0.01261341705329108
84,0.012146445673092135
85,0.01218650050518312
86,0.012393155843209552
87,0.012230247684412313
88,0.011444536268197912
89,0.012001448990397004
90,0.010537354867164122
91,0.010598711234669447
92,0.010932424264883965
93,0.010265602704080544
94,0.009741339397768736
95,0.010257324479444295
96,0.009821578216434894
97,0.010054817183266337
98,0.009828037135683152
99,0.010276505483637507
100,0.009892105628565257
0.7732
99.61
